Name,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
H. Kawabe,61,74,54,70,67,69,61,52,50,64,48,49,5,10,14,15,8,33,50,63,60,61,59,48,46,55,65,59,61,78,62,66,62,61,45,CDM 
Rafael,75,43,31,31,23,23,60,13,11,13,11,12,77,70,60,76,79,10,10,63,24,14,17,22,12,70,25,21,17,31,41,19,49,45,10,GK 
L. Olum,67,51,74,56,44,60,50,47,39,48,49,32,10,7,10,12,6,67,64,64,62,48,64,37,48,57,63,55,63,50,66,65,82,50,50,CB
R. Cohade,74,62,78,67,65,76,74,73,74,73,61,71,6,16,16,15,9,68,71,70,76,75,58,74,71,77,78,73,60,47,68,70,70,77,65,CM
R. Inglese,75,49,40,54,55,76,74,39,68,66,78,36,14,11,10,13,7,80,19,83,35,68,13,72,78,70,65,78,12,68,69,13,86,42,70,ST 
L. Fenton,63,77,41,80,80,62,56,63,57,61,52,44,10,10,10,14,7,52,58,70,55,45,57,45,63,56,60,60,58,80,71,59,59,56,46,RW
J. Murphy,70,80,56,74,74,67,74,65,63,71,69,57,16,16,16,11,15,49,47,73,63,67,24,67,66,64,65,66,36,79,79,45,69,64,66,CF
M. Doherty,71,72,73,68,66,70,64,67,61,71,54,45,15,8,12,11,9,61,66,80,67,61,66,48,66,62,69,71,71,79,84,70,76,63,45,RWB
B. Figueroa,65,72,31,63,63,62,58,66,46,68,65,34,8,6,12,13,14,63,15,66,61,52,16,55,63,57,66,58,21,67,56,16,66,55,40,ST
D. MacKinnon,61,58,86,62,73,60,60,47,39,55,53,48,1,1,1,1,1,53,52,68,60,46,50,61,56,56,64,67,60,58,79,57,79,43,46,CDM
N. Freeman,57,68,29,60,61,60,51,57,40,60,40,32,8,10,13,14,9,31,27,49,47,49,28,45,49,43,58,52,32,66,60,35,46,55,43,LM
S. Doumbia,59,72,51,61,78,55,54,56,41,55,32,35,10,13,11,12,14,51,53,61,41,34,54,39,50,56,54,31,57,70,64,58,45,38,32,LB
Vágner Corraldo,71,78,64,81,77,69,69,71,58,66,48,60,14,11,11,11,11,50,73,69,51,68,66,55,63,71,67,75,72,74,76,68,64,59,64,LB 
A. Dzabana,63,79,34,82,84,67,54,43,53,72,69,47,11,9,9,11,7,42,12,39,46,57,16,65,61,58,60,62,18,79,49,13,47,55,59,ST
Diogo Gonçalves,73,79,58,78,76,76,78,59,78,79,66,59,13,15,7,6,9,60,31,70,50,68,16,67,72,77,65,75,28,84,72,33,65,71,67,RM
C. Porter,62,69,54,61,64,61,70,52,41,62,59,42,6,16,13,7,11,60,34,80,45,59,30,60,60,57,59,60,25,70,37,31,67,55,51,ST
M. Leitgeb,63,35,74,66,60,65,59,42,54,55,43,38,10,7,8,7,15,57,61,80,62,67,62,42,36,49,67,48,63,64,52,64,69,53,30,CM
J. Leudo,65,50,72,33,56,61,47,27,43,57,35,48,10,13,9,14,10,73,57,80,62,46,65,50,43,58,65,54,62,44,72,67,83,49,35,CDM 
J. Campbell-Ryce,65,78,55,75,80,65,59,62,61,65,52,57,12,14,9,13,11,36,26,88,51,49,21,55,63,64,57,57,23,79,68,17,58,65,56,LM
C. Mansillas,69,82,51,70,67,76,72,60,54,75,50,56,12,8,11,7,12,51,24,55,51,67,12,67,77,76,68,72,13,81,60,14,71,55,71,CF
E. Cascione,72,68,74,70,71,73,76,65,65,65,52,68,9,8,15,8,11,67,71,82,71,65,65,73,70,72,72,67,67,66,86,68,81,71,52,CM
D. Drexler,70,77,46,81,75,70,66,62,66,71,61,52,7,9,7,6,14,49,19,63,57,56,23,62,63,67,71,61,22,80,71,28,49,70,59,ST
K. Engel,66,64,73,68,72,63,62,63,51,55,30,41,6,13,12,7,10,53,65,76,57,37,67,43,46,64,64,55,68,64,75,66,67,46,42,LB
E. Bekdemir,71,78,48,78,78,74,65,65,82,74,64,81,9,10,11,14,13,40,54,55,60,74,55,61,70,64,71,74,44,78,64,45,60,72,48,LM
Ronaldo,65,63,63,70,68,67,59,58,73,60,46,75,12,9,10,7,7,61,57,60,70,52,55,64,65,62,66,65,58,66,58,57,62,66,47,CDM
M. Liendl,72,66,56,75,72,74,74,69,81,68,68,74,14,9,12,12,9,46,55,71,72,76,41,82,64,69,73,74,53,54,66,49,58,74,69,CM
O. Bayram,69,83,52,81,79,74,63,73,76,75,63,73,11,8,9,8,15,50,65,81,54,71,58,60,72,67,65,74,66,84,69,69,63,67,60,RM
N. Lodeiro,78,73,66,78,79,82,79,76,81,78,65,77,12,16,11,7,15,42,42,66,75,76,39,76,77,79,79,71,37,69,88,49,61,80,70,CAM
M. Pereyra,76,76,67,94,89,78,73,74,67,74,70,73,16,13,14,12,7,49,69,53,74,75,65,62,73,75,79,70,55,70,73,67,58,77,69,CM
T. Simons,73,32,72,31,59,68,75,53,46,57,54,64,14,8,16,15,6,75,83,60,66,61,69,90,55,64,73,71,70,34,76,74,76,67,27,CDM
A. Confais,61,64,49,62,81,66,61,55,58,58,58,51,14,7,10,12,10,48,57,58,68,43,63,54,52,58,71,61,57,54,70,55,55,58,47,CDM
J. Watson,64,76,78,73,51,63,59,53,47,63,56,43,11,6,10,11,8,60,60,77,62,59,60,50,58,60,65,80,60,78,68,63,83,57,44,CDM
D. Vega,64,64,65,66,67,69,66,67,62,66,59,65,10,6,13,15,6,42,54,64,64,65,39,59,66,67,67,66,40,52,52,45,58,60,36,CM
E. Agüero,62,60,65,56,62,61,42,42,45,60,39,46,8,15,14,15,15,56,56,56,62,51,49,53,55,58,64,63,54,61,91,61,74,54,40,CM 
D. Diekmeier,74,84,70,58,46,69,70,69,56,66,23,53,6,14,10,11,7,68,64,68,64,43,70,48,65,74,69,71,75,88,78,74,74,61,31,RB 
H. Cardwell,55,70,28,57,54,53,49,30,45,49,57,33,9,9,12,11,11,54,19,60,29,47,14,59,50,54,41,55,18,72,60,15,60,37,44,ST 
M. Thuram,68,71,52,70,51,66,62,39,40,65,70,30,11,13,14,9,15,70,21,62,38,66,29,62,59,56,57,69,18,75,53,28,84,52,59,LM
J. Shackell,72,53,70,56,49,61,72,42,42,58,32,21,8,9,7,8,6,73,72,75,62,34,74,31,50,68,65,61,70,53,62,70,82,45,37,CB 
M. Abarhoun,65,51,73,47,55,56,57,21,24,31,23,22,15,14,8,13,12,66,57,65,27,22,62,36,23,61,53,34,63,53,61,68,78,28,26,CB 
A. Sørensen,63,48,51,52,48,59,64,47,38,49,30,32,13,9,8,13,9,59,60,56,56,33,65,36,40,62,60,46,61,62,59,64,71,53,35,CB 
S. Foley,64,72,51,62,69,65,51,64,51,62,57,57,7,14,12,9,13,54,63,59,61,54,49,56,59,53-1,65,59,58,74,80-2,60,67,65,50,CAM
Mano,71,75,70,88,87,67,70,67,42,69,41,46,14,11,7,13,12,52,71,84,55,45,65,43,61,72,66,66,70,81,83,69,49,55,48,LB
M. Iori,70,70,71,60,68,70,73,61,61,61,41,65,11,9,8,9,9,63,61,54,73,69,51,73,51,69,74,66,61,51,74,61,70,75,64,CDM
D. Frick,66,59,72,60,56,64,58,39,32,62,60,38,12,6,11,6,10,49,62,54,70,58,58,43,64,66,70,42,62,58,57,60,75,62,30,CAM
F. Klaus,73,85,60,76,78,70,68,69,60,75,65,53,7,6,13,6,8,45,34,67,58,60,30,62,72,72,70,74,29,78,77,33,67,64,59,RM
A. Cossu,69,67,62,71,89,75,76,74,86,70,60,76,5,5,5,5,5,38,36,34,61,66,20,74,65,70,78,66,24,45,56,32,34,76,74,LW
R. McLaughlin,66,82,60,70,77,65,53,64,58,68,51,41,6,8,15,14,13,51,56,78,56,47,58,59,58,60,62,54,63,78,76,64,62,59,23,RWB
Sergio García,60,49,28,41,46,28,42,12,22,20,18,13,59,63,54,61,57,11,28,63,32,17,9,19,7,50,26,22,12,54,23,14,44,41,19,GK 
D. Ball,62,59,64,60,66,60,62,47,30,50,41,30,15,13,12,11,10,63,61,71,52,34,58,31,53,60,59,53,60,64,73,61,64,59,27,CDM
B. Geens,65,47,17,39,66,20,27,19,12,19,12,14,62,68,55,61,68,14,12,53,25,14,14,23,10,65,31,19,16,48,38,13,47,34,18,GK 
J. Urretaviscaya,74,84,56,77,74,74,73,74,75,75,66,70,9,15,12,14,6,54,30,66,66,67,34,61,70,72,73,78,25,85,70,30,57,70,66,LW
Kevin,65,70,54,63,79,63,57,64,49,65,44,45,11,15,9,15,14,53,59,63,46,47,59,46,58,57,58,51,66,75,77,62,60,33,28,RB 
T. Loska,65,36,17,35,48,24,26,19,13,17,19,21,66,62,65,63,69,16,22,54,28,17,19,27,11,58,32,20,13,38,23,14,65,25,20,GK 
J. Young,64,50,40,45,37,22,44,16,15,14,15,15,65,59,60,63,65,15,21,64,34,15,19,20,12,68,30,24,11,44,38,19,66,48,14,GK 
G. Shibasaki,75,73,62,78,77,77,75,68,59,74,66,67,10,13,13,9,6,56,74,67,75,62,72,71,65,76,78,64,70,70,77,71,60,80,61,RM
D. Offenbacher,66,79,72,83,82,70,62,61,74,65,54,69,6,14,10,16,6,48,63,62,64,71,52,61,65,66,65,72,55,75,85,60,66,67,58,CAM
J. Soñora,58,68,30,73,75,59,56,54,55,63,50,52,5,6,5,8,14,26,25,46,45,39,31,59,53,55,58,53,25,65,50,25,37,55,52,CAM
J. Sowerby,52,52,33,66,61,53,43,31,36,62,54,30,8,12,10,13,9,54,18,70,44,49,12,62,53,51,62,47,13,53,66,20,48,51,35,RM
A. Rose,64,61,70,63,66,64,60,48,44,59,60,48,15,8,10,8,7,72,60,72,62,70,55,57,63,68,62,72,48,73,83,53,71,56,51,CDM
S. Plavšić,73,93,27,85,89,78,43,69,67,72,60,31,9,13,13,8,7,43,23,69,35,69,17,54,69,73,67,81,22,84,83,23,45,61,46,RW
A. Berisha,50,46,48,50,50,40,48,23,26,42,50,28,12,10,14,11,14,63,23,71,24,42,21,52,46,49,38,44,23,51,63,24,81,46,44,ST 
Y. Eteki,68,62,64,75,79,66,61,51,48,61,50,42,11,11,7,6,12,44,69,79,69,54,55,52,54,59,72,71,57,72,76,68,75,66,37,CDM
C. Dell'Orco,68,63,57,61,60,68,63,67,60,60,30,41,5,12,5,7,12,65,69,65,40,39,68,40,56,68,56,42,71,69,67,70,60,41,44,LB 
Y. Koide,54,51,56,53,50,32,41,19,12,24,12,21,13,6,6,8,7,60,47,71,33,19,49,20,21,42,35,31,48,61,53,56,78,22,15,CB 
Rafael Cachoira,75,49,84,51,53,62,70,56,62,58,30,49,12,12,12,13,11,73,75,51,76,42,74,42,40,67,66,60,73,60,61,77,83,36,49,CB
Paik Seung Ho,67,69,52,63,57,72,57,52,38,71,61,42,5,12,6,15,10,50,65,60,62,64,46,48,57,64,71,66,53,72,63,65,59,67,31,RW
N. Mileusnic,58,88,36,76,68,56,50,43,45,60,52,39,12,8,10,9,15,40,20,40,37,46,18,53,56,55,45,62,24,88,68,23,59,53,46,RW
Ricardo Horta,76,78,41,85,82,80,68,73,78,80,66,51,7,9,10,8,13,51,31,62,65,68,24,71,72,79,72,79,25,76,76,28,34,75,82,LM
P. Zinckernagel,64,87,52,86,72,65,61,60,66,71,59,62,12,10,8,8,13,33,17,42,33,56,12,59,59,68,58,68,14,79,61,27,65,58,42,CF
S. Popov,70,68,64,52,53,63,68,71,73,69,62,65,9,12,14,13,8,66,70,76,62,63,72,30,64,72,64,64,71,75,65,69,72,53,51,RB 
O. Ba,56,59,58,49,68,31,46,28,30,28,23,22,9,13,15,12,11,55,55,77,28,19,51,37,22,42,30,36,57,58,65,58,75,34,22,CDM
V. Koziello,78,78,85,86,88,79,78,73,72,76,66,54,14,9,14,12,8,49,77,62,74,59,75,60,77,76,81,65,71,75,75,77,66,80,63,CM
A. Wiss,64,66,64,73,71,62,58,46,46,57,59,45,13,16,13,13,8,66,64,70,61,63,61,55,59,64,66,63,60,64,61,64,61,65,51,CB
J. Foyth,68,74,55,75,74,69,57,41,41,66,43,47,8,15,7,14,9,67,71,73,49,39,66,47,46,70,65,56,67,72,73,65,66,52,43,CB 
Etxeberría,68,74,70,68,61,68,68,70,62,64,19,44,13,9,7,7,11,52,66,73,56,32,64,39,56,59,68,37,66,73,72,67,67,52,39,RWB
R. Habran,67,87,68,81,69,67,59,61,54,69,60,66,14,9,13,15,11,59,33,55,57,54,42,59,62,58,64,59,38,87,69,41,72,56,70,RM
Victorino Magela,74,41,41,32,45,21,71,9,8,8,9,19,71,72,73,75,76,9,25,61,15,8,8,16,21,68,16,21,9,42,31,8,81,72,9,GK 
W. Santerilone,68,57,44,67,68,63,70,60,54,65,73,71,7,11,9,10,21,66,21,75,54,71,18,54,57,65,51,78,17,78,54,23,74,48,72,ST
R. Shotton,71,67,68,59,48,66,64,62,31,58,50,37,13,12,7,9,10,68,66,64,64,44,73,59,52,71,66,65,69,66,79,72,81,61,38,RB
M. Milinković,59,72,31,73,70,60,58,60,56,59,51,33,7,13,7,11,12,38,19,30,53,43,14,40,58,52,61,60,19,75,34,14,49,54,45,LW 
Rubén,72,38,33,51,52,20,51,12,11,15,14,28,77,72,71,68,70,12,18,73,32,20,11,25,14,67,31,31,12,41,33,13,60,45,11,GK 
J. Smith,60,70,49,72,65,62,59,60,56,58,56,58,13,14,8,6,7,63,48,62,61,63,52,54,56,65,64,68,55,64,72,58,71,55,57,CDM
H. Riffosas,75,61,88,44,41,54,74,55,38,49,31,39,9,7,13,9,12,75,71,57,62,44,75,51,34,67,61,55,71,67,52,77,89,43,44,CB
C. Roldan,72,73,78,78,85,70,71,66,69,70,62,40,13,7,12,16,11,63,70,81,70,61,67,61,67,70,73,70,67,70,89,71,64,68,49,CM
M. Schönbächler,70,79,28,80,84,70,66,65,64,72,61,61,12,16,16,7,15,36,49,57,64,55,37,50,78,66,64,63,23,78,64,32,60,70,49,LM
F. Fattori,67,68,63,72,74,67,51,68,55,65,50,42,11,14,15,12,13,41,66,58,67,59,58,57,60,64,69,58,57,69,82,65,59,64,48,CM 
Adryan,71,77,39,81,75,75,68,62,73,76,62,71,5,5,5,5,5,44,38,61,68,63,18,67,66,67,69,62,24,76,64,32,57,74,60,LM
Carlos Delgado,67,63,64,62,60,56,59,37,46,46,25,47,11,15,15,14,6,63,74,77,57,39,64,59,42,63,56,51,70,62,65,66,64,51,51,CB 
J. Andersson,58,78,57,73,79,56,49,62,25,58,39,32,7,10,9,10,12,48,49,66,57,36,47,31,48,51,59,41,51,79,68,48,54,55,32,RB
Sergio Rico,82,50,27,62,43,12,29,17,24,14,14,20,79,80,78,82,83,11,23,63,23,12,18,24,11,80,23,19,11,53,31,11,67,45,15,GK 
L. Novak,68,65,72,67,68,66,67,62,61,63,66,59,11,9,9,13,8,67,45,82,51,69,37,70,67,65,59,72,30,71,86,40,76,65,63,ST
A. Alvarez,68,73,61,75,72,67,69,67,67,70,63,66,16,10,16,14,6,49,37,53,53,68,31,63,66,71,66,76,51,76,50,45,58,64,60,RM
Y. Al Shehri,70,74,50,82,73,71,64,69,73,71,59,63,15,13,11,12,15,46,43,41,68,66,33,61,64,67,73,69,42,75,73,34,53,69,59,LM
André Micael,70,55,73,46,49,54,64,34,30,35,22,29,9,8,12,15,7,65,71,73,39,28,68,45,25,68,53,42,69,52,61,74,82,31,32,CB 
M. Layer,56,17,22,34,25,13,35,15,13,8,7,12,59,59,55,52,52,11,13,36,18,9,8,18,8,49,21,25,15,26,21,12,60,35,6,GK 
R. Nainggolan,86,80,88,81,84,85,85,73,73,80,76,68,11,11,14,8,11,59,86,76,81,86,78,63,88,87,84,84,88,76,94,86,76,76,75,CM
M. Leovac,72,80,74,72,68,68,66,75,71,69,33,55,6,11,11,13,9,55,67,71,68,56,71,33,58,68,66,70,72,78,74,71,73,48,39,LM
G. Medel,82,74,89,78,92,74,78,55,35,63,31,45,14,7,9,6,6,68,86,92,76,59,78,62,58,80,78,65,82,74,84,84,76,72,61,CB
M. Bürki,59,54,53,32,38,45,59,31,29,34,18,27,12,7,14,8,10,52,51,72,39,23,59,32,19,49,48,41,61,55,76,65,75,40,22,CB
C. McDermott,60,75,55,60,68,55,55,50,50,53,37,35,14,12,5,12,8,56,55,62,51,40,58,35,53,54,55,49,55,82,73,58,61,54,42,CB
M. Moralez,72,86,65,85,80,77,76,74,76,77,66,78,6,5,14,14,9,56,45,34,72,70,54,74,72,74,76,69,49,71,66,57,34,74,70,LW
B. Alemán,73,81,66,76,65,73,69,69,76,75,62,78,9,8,14,6,7,58,69,69,69,78,47,61,71,69,71,76,62,83,69,65,72,70,64,LM
A. Tamay,65,87,51,85,86,70,60,55,58,76,48,51,15,9,9,12,10,50,31,77,51,52,33,54,50,56,55,66,34,88,61,36,49,61,43,LM
K. Buchanan,68,75,51,65,71,71,62,61,61,73,44,62,11,8,13,9,11,32,29,43,60,55,41,55,69,50,74,46,41,73,67,43,55,68,40,RW
K. Stewart,72,75,73,69,73,70,63,56,41,63,51,29,13,7,8,10,13,64,71,72,65,61,72,44,61,65,76,64,71,72,74,73,77,69,25,CDM
E. Granat,58,69,65,82,85,62,50,56,46,64,46,39,10,11,12,9,14,37,43,81,58,45,32,42,51,52,60,51,38,64,67,45,35,54,35,RW
M. Perin,83,57,25,70,30,23,58,11,15,19,11,13,80,85,71,78,90,12,19,75,31,17,14,21,12,79,33,23,19,56,30,12,52,44,19,GK 
M. Bakalorz,73,66,86,69,73,67,68,44,42,65,56,52,15,15,7,12,15,65,71,81,68,75,68,64,61,71,71,85,73,65,84,74,75,65,60,CM
C. McLaughlin,68,74,65,71,63,66,65,71,61,62,38,44,9,13,8,8,6,58,64,77,58,42,66,49,55,53,66,62,65,67,80,68,68,32,35,RWB
I. Furios,66,39,76,34,50,52,56,46,46,40,23,34,15,6,16,7,8,66,61,53,42,22,61,42,36,61,51,56,63,51,32,68,85,43,42,CB
K. Rutlin,54,31,18,22,42,17,30,10,14,9,6,14,44,59,52,49,59,11,10,62,23,5,8,17,5,51,26,17,10,15,24,10,38,21,6,GK 
Z. Stieber,70,75,41,76,81,72,69,67,75,73,65,69,6,6,9,16,7,45,31,66,56,63,26,65,64,67,70,73,32,66,72,31,49,68,70,CAM
H. Duman,53,72,60,70,67,56,48,47,49,51,47,45,11,11,16,13,9,49,47,63,49,52,51,49,53,45,54,53,47,76,59,54,58,52,45,CDM 
D. Gardner,62,76,53,68,68,64,63,64,61,64,60,55,4,3,11,2,4,50,42,62,58,66,39,55,60,61,62,68,42,74,74,47,63,60,58,CM
K. Michalak,56,70,58,64,75,57,49,52,43,56,44,33,14,11,10,12,11,50,30,59,53,29,41,42,43,49,57,44,49,74,55,43,40,47,32,RM 
Tyronne,71,78,53,79,73,73,74,71,64,77,60,65,11,6,8,8,10,51,49,66,55,58,21,62,71,69,67,54,34,74,70,46,72,63,40,LM
A. Rukavina,77,71,78,67,75,71,67,79,68,65,36,38,6,6,15,8,7,63,80,78,70,58,76,42,66,81,73,63,78,76,70,77,69,59,49,LB
J. Baffo,69,69,69,62,62,34,64,42,26,28,28,29,10,8,6,12,8,70,68,91,53,23,69,25,30,58,41,52,72,72,69,73,74,39,17,RB
B. Pittón,66,75,30,61,76,65,54,65,60,54,51,45,10,11,5,9,8,68,73,78,53,47,62,58,52,58,56,67,66,70,50,67,51,53,63,LB
F. Silva,68,73,63,77,76,68,57,50,43,76,56,47,9,15,10,11,14,71,45,73,67,58,41,54,70,65,73,63,47,77,60,43,57,56,47,RM
M. Elarra,67,74,44,65,65,60,75,42,52,61,77,51,10,8,14,11,11,51,30,73,68,74,21,50,66,65,54,73,23,72,65,24,71,45,45,ST
J. Willems,77,77,76,74,85,80,74,86,84,77,54,63,9,14,16,7,10,67,72,77,72,68,72,46,69,74,77,78,73,81,75,75,75,77,53,LB 
B. Sankoh,65,67,63,61,61,65,57,58,40,61,19,26,8,8,11,12,12,62,68,71,57,39,74,28,33,53,62,44,71,56,61,73,74,29,32,CDM
R. Schmid,57,66,23,64,73,58,53,54,46,57,53,40,7,9,7,9,6,33,26,45,58,55,15,48,47,37,61,56,28,59,54,27,52,58,48,CAM 
M. Biskupović,64,32,62,55,32,47,59,32,41,38,28,27,13,12,8,12,9,65,60,82,47,36,62,32,31,60,49,45,57,33,64,63,92,42,31,CB 
A. Al Kassar,66,40,16,36,62,17,23,15,17,19,15,15,66,64,59,65,69,18,20,67,16,20,11,19,18,62,23,17,17,41,35,14,56,46,11,GK 
C. O'Keeffe,51,54,54,56,53,48,46,40,37,47,50,60,9,8,10,7,6,58,45,62,50,50,40,40,56,47,54,53,47,51,57,46,51,48,39,RB
J. McPake,64,64,65,61,47,57,45,24,25,44,49,69,10,15,7,14,13,69,51,89,58,36,61,64,24,59,67,43,54,34,31,60,89,44,35,CB 
F. Bellugou,71,40,68,52,55,71,64,54,65,64,30,59,6,7,9,11,15,66,72,72,64,58,72,62,56,66,70,59,73,37,72,73,72,66,30,CDM
Victildinho,75,81,64,72,77,77,72,72,61,71,52,62,8,16,9,10,15,68,73,51,71,53,71,63,61,74,73,54,73,82,77,74,61,71,55,RM
Kaíquão Castro,75,34,36,31,41,21,67,9,8,9,8,7,77,76,61,72,73,10,22,67,16,7,10,19,11,72,20,23,10,38,41,10,81,71,9,GK 
K. Benyu,60,69,59,75,73,65,50,55,55,63,53,56,10,9,15,9,10,59,43,65,63,55,50,54,40,46,65,64,57,71,68,58,58,60,37,CM 
A. Maynard-Brewer,52,19,25,39,51,16,37,12,15,11,4,13,54,46,56,55,47,12,8,55,25,6,7,7,7,48,26,21,13,25,28,14,55,26,7,GK 
E. Merraño,75,66,31,82,81,77,71,73,56,77,71,55,12,8,17,8,15,44,52,46,76,70,31,72,72,66,75,66,32,68,61,33,55,77,51,CM
R. Maah,67,83,57,76,75,70,69,45,60,62,67,53,10,14,8,9,14,56,36,84,46,61,44,69,63,65,55,66,37,87,53,40,70,59,64,LW
G. Greer,67,32,76,47,52,55,58,42,24,44,28,40,11,16,15,7,14,69,62,51,65,25,68,38,32,54,65,29,67,29,32,70,75,43,21,CB 
F. Oreja,70,75,79,72,83,61,67,69,53,53,27,35,16,13,14,13,10,45,75,76,62,53,76,47,63,84,64,56,75,65,51,71,61,60,28,RB 
A. Ignjovski,72,75,80,77,80,69,69,61,64,66,41,58,7,15,8,10,6,53,73,70,64,56,72,48,51,72,70,64,78,68,73,76,63,55,48,CDM
A. Karadas,62,41,78,56,58,58,71,54,45,51,53,23,13,13,9,11,12,79,51,79,55,45,59,56,57,64,62,76,60,46,57,61,86,50,67,ST
P. Konate,67,74,37,76,72,58,60,64,53,63,35,42,9,8,11,7,9,45,64,73,60,42,68,36,48,56,64,49,71,76,77,62,56,50,30,LM
R. Buchanan,55,63,27,67,66,54,45,32,51,55,55,41,16,10,13,14,8,47,16,60,51,46,15,60,55,55,55,50,19,64,51,12,53,60,51,CF 
V. Jovanović,66,67,75,70,64,64,62,59,55,61,57,41,15,13,16,11,12,42,65,69,63,62,70,65,47,57,67,64,63,64,65,67,70,59,44,CDM
A. Kotnik,60,63,58,52,48,56,50,57,64,62,47,63,7,6,14,14,9,49,48,56,61,57,29,50,53,54,65,54,38,62,51,33,68,63,53,CAM 
P. Strand,65,87,62,85,70,63,62,64,67,67,56,66,14,10,9,7,10,48,64,69,61,64,56,56,58,62,64,71,58,85,91,62,61,63,59,LM
G. Ré,67,62,67,61,57,48,64,42,64,36,39,59,10,10,14,6,14,66,64,82,45,58,68,60,33,63,51,46,65,65,66,66,78,45,61,RB
A. Judge,73,75,55,90,86,71,68,69,69,74,70,67,15,16,6,12,7,40,41,87,63,69,30,58,66,66,73,72,28,75,77,31,61,73,63,LM
T. Chakwana,57,80,35,71,75,57,49,53,53,59,50,42,14,12,10,13,8,41,18,42,51,48,30,49,50,41,53,53,36,77,53,29,44,51,51,RM 
G. Singh,54,67,58,63,74,54,54,53,39,53,40,42,9,14,7,10,10,42,49,54,60,37,41,47,42,58,62,48,43,69,60,53,64,43,42,CM 
D. Graham,68,40,76,66,55,71,72,58,57,61,73,41,11,8,14,13,7,70,40,72,61,68,49,69,70,64,63,74,41,41,62,43,80,62,60,ST 
S. Dawson,65,62,78,70,74,65,63,55,39,56,33,43,1,1,1,1,1,46,60,68,65,58,48,55,58,74,67,65,68,58,86,66,81,59,25,RM
A. Durak,70,74,53,77,76,71,46,61,61,66,64,48,10,12,12,8,10,65,68,64,67,68,46,51,69,70,68,69,50,71,79,62,65,71,42,CM
B. Ruíz,77,64,33,74,71,84,80,78,81,85,65,74,9,7,12,7,6,75,49,56,73,75,36,73,74,72,78,77,48,66,56,38,67,78,79,LM
A. Sarr,60,74,29,70,77,63,50,44,39,66,64,51,10,11,10,10,14,59,23,64,33,49,20,63,52,61,43,59,17,73,48,14,43,39,54,ST 
G. Hupperts,68,73,52,75,72,72,60,62,56,72,57,55,10,9,15,7,14,58,45,63,53,62,39,51,67,66,60,70,37,78,68,41,64,66,60,RM
Mateus Tangil,67,46,42,74,49,22,35,14,21,19,14,14,66,68,63,64,72,15,30,46,13,15,31,20,12,60,14,22,16,70,45,14,75,61,22,GK 
J. Venlero,68,60,71,52,48,57,78,59,48,56,40,44,7,15,7,9,10,73,72,43,52,63,68,49,59,69,60,71,66,70,65,74,77,46,52,CB
T. Shimakawa,58,63,61,65,64,49,49,36,46,44,45,36,5,12,11,9,13,58,57,58,55,40,47,46,39,56,58,56,51,67,78,59,76,45,46,CDM 
F. Silva,73,47,82,63,68,72,67,61,61,57,51,60,13,12,9,8,9,37,76,68,76,68,73,58,72,71,77,79,70,51,78,70,76,71,46,CM
A. Briseño,66,67,66,63,64,55,59,47,46,41,41,46,7,16,14,6,10,70,65,89,44,46,64,54,20,58,59,45,58,61,57,65,74,47,45,LB
T. Oya,54,53,58,64,62,53,57,48,40,48,46,37,7,10,6,11,8,47,58,66,54,54,37,45,53,62,55,55,52,57,59,52,81,55,35,CDM
A. Romero Gamarra,72,85,30,87,82,73,64,64,55,78,64,45,12,14,7,7,11,33,28,56,62,67,27,61,67,62,71,68,29,82,71,31,42,71,48,LM
L. Fernández,72,84,46,75,72,71,69,66,55,77,72,45,11,6,14,12,6,68,45,66,55,71,14,71,74,56,66,76,16,78,73,17,60,70,66,ST 
T. Teniste,66,77,67,75,84,64,57,63,51,62,31,43,8,10,14,16,6,52,60,77,57,45,61,51,51,62,60,62,59,77,84,60,58,53,46,RWB
I. De Santis,63,57,65,39,71,50,58,21,32,36,44,23,7,9,13,11,10,58,62,73,42,37,66,26,37,71,46,41,58,48,62,61,68,32,38,CB 
Oh Chang Hyeon,65,75,69,69,68,57,56,48,61,62,55,62,6,11,9,15,9,54,57,58,65,63,56,49,55,61,72,56,55,74,76,53,70,71,51,CM
Javi Lara,70,65,37,67,69,74,63,81,82,70,63,83,12,9,14,11,8,42,40,42,80,78,31,70,66,61,74,72,28,56,40,34,50,73,57,CAM
D. Pabón,77,90,74,82,83,76,74,69,76,79,77,75,15,11,15,14,9,51,44,77,70,77,39,80,79,76,69,86,33,86,86,40,81,76,77,LW
J. Torres,57,65,66,64,69,57,56,39,36,53,26,34,6,6,14,13,7,42,64,59,44,37,56,40,36,59,51,42,53,62,72,55,49,43,34,CDM 
E. Simonsen,53,56,40,56,87,54,52,39,45,56,39,38,6,9,7,9,11,35,29,54,52,26,35,46,40,40,63,42,44,65,48,42,33,56,37,CAM 
Z. Tomašević,72,65,73,55,53,66,65,72,58,64,54,57,13,11,8,9,10,73,71,62,67,65,70,54,54,67,69,69,72,65,78,71,81,59,53,LB
